comments,labels
Intinya jangan coba2 main terbuka ama arsenal...liat city ama psg kemaren contohnya...maunya arsenal kalo musuh maen terbuka. Arsenal kalah lawan inter doang yg main lowblok. Itupun goalnya pinalty.,0
Emang bener bener miskin tak tik 🤣🤣,0
"<a href=""https://www.youtube.com/watch?v=OiZmPAAY2NE&amp;t=1329"">22:09</a> aldi counter pake emosi njir",0
Malu lah prediksinya madrid mana menangnya coach bekel,0
"Kata coach bekel, arsenal butuh 4000 peluang",0
"Tuuu coach basket diundang lagi,, banyak bohongnya",0
Lama lagi arteta di pecat........,0
Optimis aja hallamadrid🔥🔥,0
"JAWABANYYA KENAPA PAGAR NYA CM 4, y krn bbrp x courtuis brmain menepis pluang” emas, jd kmungkinan besar pemain trlalu pcy bgt dgn kiper tnp mmprhitungkan taktik lawan dlm bola mati. Dgn 4 pagar mrk hny mngantisipasi prgerakan lawan jk bola mati tsb diumpan jd mnambah pmain dlm mnjaga dgn mngurangi pagar.",0
harusnya yg menentukan berapa pagar pemain itu kiper bukan pemain lainnya,0
Gua fans ARSENAL MADRID tapi gua g yakin Madrid bisa menang lawan Arsenal🙏,0
"Ya bner bisa ngalahin Arsenal di Santiago Bernabeu,tapi Madrid tidak bakal lolos😂",0
"Gak ada klub yg berjaya tetus menerus.. <br>Musim ini Madrid lagi turun, udah akui aja.  Gak perlu terlalu didewa2kan.. <br>Dgn 15 pialanya.. <br><br>Gak ada sejarahnya klub yg tertinggal 3 gol bisa membalikkan situasi.. <br>Beda kalau cuma 2 gol.. <br>Bebannya beda.. <br>Bahkan Messi dan Ronaldo juga gak bahkan bisa.. <br><br>Mereka dipaksa harus menang dan menyerang secepatnya, yang mana jadi mempersulit permainan, beban yg ditarug ke pundak pemain2 muda Madrid ini malah akan merugikan..<br><br>Saya yakin Arsenal akan bisa mengatasinya.. Bahkan bisa menahan Madrid di kandangnya.. 😮",0
Ah yg benar? <br>Coba di ingat lagi😅<br>DI musim 2018-2019 Liverpool pernah comeback setelah tertinggal 3-0 dengan menang 4-0 di leg kedua,0
"<a href=""https://www.youtube.com/watch?v=OiZmPAAY2NE&amp;t=401"">06:41</a><br>Gaya permainan spanyol dan pemain terbanyak pembela timnas spanyol yg ori itu, ada di club barcelona. <br><br>Jd blm bisa dibilang sepak bola inggris diatas sepak bola spanyol.",0
"Gol Free kick pertama Rice walaupun tembok madrid lebih rapi  gk ngaruh sih kalau tendangan.nya yg muncul kayak gitu, Soal.nya melengkung.nya tajam banget itu emang",0
"𝚜𝚢 𝚖𝚊𝚒𝚗 𝚍𝚒 alexis17 𝚍𝚘𝚊𝚗𝚐 𝚖𝚊𝚜 𝚐𝚊 𝚙𝚎𝚛𝚗𝚊𝚑 𝚙𝚒𝚗𝚍𝚊𝚑𝟸, 𝚢𝚊 𝚖𝚎𝚖𝚊𝚗𝚐 𝚔𝚊𝚍𝚊𝚗𝚐 𝚕𝚘𝚜𝚜, 𝚢𝚊 𝚐𝚊 𝚜𝚊𝚖𝚙𝚎 𝚋𝚎𝚕𝚒 𝚏𝚘𝚛𝚝𝚞𝚗𝚎𝚛, 𝚝𝚊𝚙𝚒 𝚔𝚊𝚕𝚊𝚞 𝚕𝚊𝚐𝚒 𝚍𝚒 𝚔𝚊𝚛𝚊𝚘𝚔𝚎 𝚜𝚒𝚑 𝚕𝚌 𝚐𝚠 𝚖𝚒𝚗𝚒𝚖𝚊𝚕 𝟸 𝚋𝚘𝚜 𝚑𝚊𝚑𝚊𝚑𝚊",0
Di epl arsenal selalu di layan teruk reff epl,0
"Kalo menang itu kebanggan buat Arsenal, tp buat Madrid sih biasa aja",0
Menghibur diri 😅😅😅,0
"@IcanGarnacho-zu3rt  Gak lah, lebih suka liat Madrid juara La Liga ketimbang UCL. Udah gak ada greget nya aja",0
Gak akan bangkit...  Ini Arsenal boss bukan man city,0
Lo gausah jumawa aldi..lini tengah arsenal masih jauh diatas madrid??..jangan karena hasil 1 match trus lu anggep oddegard partey lebih baik dari modric valverde apalagi bellingham 😂,0
Emng iya <br>Buktinya ngampas ga bisa ngapa ngapain,0
​@@bociltelatGaBgKlo lebih baik gak bakal main di arsendal 😂 puasa gelar abadi,0
@@gheovanoalfarizky348 vardrid ampas ga malu kalah sama tim puasa gelar<br>Berarti lebih ampas vardrid,0
Ko di ulang,0
"Valen gak tau aja, kalau lawan arsenal pakai taktik low block secara statistik arsenal gak pernah menang (bahkan banyak kalahnya)<br>Kebalikannya, kalau lawan arsenal mainnya open play ya wasallam. Sudah banyak korbannya di UCL yg main open play sama arsenal semua tumbang. Di EPL pun gitu",0
"Gk enak ditonton, lebih enak ditonton kalau ada panji sama kochi",0
Sptnya madrid akn menang di bernabeu tapi kalah agregat dgn arsenal,0
"1 - 0, agregat 3-1 arsenal go to semi final ❤",0
RM berharap pada pemain ke-12,0
Alhamdulillah perbincangan lebih kolektif dan cair tanpa ada si justin tanpa ada yang merasa benar dan memotong pembicaraan lawan bicara..manteb pokoknya,0
Susah buat comeback squad Madrid lagi pincang&quot;,0
"Mas aryo trlalu ngebantah, babak kedua jelas madrid tda ada peluang yg berbahaya",0
"madrid tinggal samakan agregat, lanjut extra time, adu penalti, dan moga lolos aja hehehe.....",0
"Pokoknya Arsenal harus waspadai wasit, musuh terbesar Arsenal adalah wasit",0
Kenapa ngak bahas PSG bang😔🙏,0
Ini siaran sebelum laga psg bang,0
"Hanya King yg dibahas, yg ece-ece blum pernah rasakan juara champions league minggir, minimal juara UCL dulu lah...",0
KALIAN YG NGAKU MADRIDISTA TP PESIMIS MINGGIR AJA SANA JGN PERNAH DUKUNG KAMI KALO LG MENANG!!!!,0
Bukan pesemis bung. Tapi realistis. Syaa Madridista. Tetapi dari awal musim permasalahan utama nya defend nya ancur bgt. Lebih2 lini tengah Skrang mati total. Kehilangan Ceballos sangat pengaruh. Tp apapun itu smoga ada keajaiban di Bernabeu.&quot; Kalah menang tetap hala Madrid,0
MAKAN TUH REAL MADRID 😅😅😅,0
Game belum selesai bos,0
"Entah mengapa ucl musim ini terasa lebih hidup ,seru bnget kalau liat Arsenal PSG Barca maen,permainannya pure beauty of football",0
Sama Inter juga,0
skelly keren bet itu,0
Kayaknya bkan matrid<br>Kaya ( gatAlasaray.),0
kelar tuh arsenal 😂😂😂,0
Belajar nya tentang Korner kick eh soal ulangan nya free kick 😂,0
ngakak 🤣🤣🤣,0
mending ini host nya dari pada si anak angkat,0
Dari keempat orang di atas kira2 siapa nih fans madrid 🤭 😢,0
"<a href=""https://www.youtube.com/watch?v=OiZmPAAY2NE&amp;t=1413"">23:33</a> bahas Camavinga ketawa bgst gue asu 🤣🤣🤣😭😂",0
Madrid pernah kalo gk salah comback dr chelsea pas ke bantai kan? Kadang suka diluar nalar sih tim itu.. Semoga aja konsisten Arsenal,0
Itupun harus dibantu wasit dgn 2 pinalti goib + pwrpanjangan waktu yg lebay,0
Madrid kalah lini Tgh..di leg 1. Itu kuncinya . Modric Uda ga se mobile dlu .. bertahannya Uda ga kuat .. mslh Madrid skrg Valverde main dikanan..yg hrusnya jd bek .. bek kanan sm sekali ga ada pengganti .. hrus andelin Valverde .. Tgh cuma ada Bellingham thcoumeni sm Modric. Nnti di leg 2 . Andai Ancelotti brni . Bellingham main agak bertahan sm tcoumeni dn kasi kesempatan guler jd AMF nya..atau Brahim ..,0
"emang PR madrid tu lini pertahanan bapuk bgt ancur2an semenjak bek2 pada cidera, valverde jd jarang bikin gol di posisi RB",0
Arsenal di prank itu cuy.. di bernabu nangis arsenal,0
"Pertanyaan host : kalo lawan madrid tim besar knp, di liga arsenal kesusahan apakah ga bisa main se baik itu (lawan madrid)<br><br>HEY BOSSS<br>Jawabannya gampang, arsenal ga punya striker dan epl kebanyakan tim kalo lawan arsenal pake low block. Jelas beda besarnya disitu. Semalem madrid cuma bertahan pake 9 orang, tanpa vini mbappe, ya jelas bolong defend madrid. Bandingkan pas arsenal ketemu tim low block disiplin, full 11 orang fokus bertahan.",0
Barca 3 - 0 Liverpool <br>Liverpool 4 - 0 Barca<br><br>Semua tidak mustahil!,0
"Emang yakin? camavinga merah, Valverde cedera,vaquez cedera,Alaba cedera dan jangan lupa pertahanan arsenal salah satu yg terbaik musim ini",0
Uda 2 musim Arsenal gak pernah kebobolan lebih dari 3 gol,0
"Butuh gol pasti nanti main terbuka wah kesukaan arsenal tuh lawan tim yg main terbuka,mau pake parkir bus ngandelin counter attack? Ah ga mungkin,kan butuh gol😅",0
Tp saat ini sulit,0
Gak seru ahh kalo gak ada koci😒,0
Justru analisa nya bersih gak titipan klo gada kocii,0
Sewaktu ada CR7 selalu saya yakin akan menang apabila kalah di pertemuan pertama... Tapi skrg ntah knp Hilang lenyap perasaan itu...,0
"dah beda era bang,  Madrid kalah pun bagus sebenarnya biar sadar",0
Masih tetep MADRIDISTA kan ?,0
King Madrid emang kalo kalah langsung trending,0
"Salut buat arsenal bisa menang 3-0 lawan madrid, tp buat fans arsenal jangan bangga terlalu dini krna ini madrid tim yg tangguh dan dilatih oleh don carlo yg penuh pengalaman. Kita lihat aja lah leg kedua 😂",0
"Bukan saya bela Arsenal namun Arsenal ini beda dengan klub inggris lainnya. <br>Kita lihat saja pertemuan sebelumnya, disaat tim inggris bertemu El Real dan saat itu juga El Real bisa mencuri Gol d kandang lawan tim inggris maka El Real akan Comeback d Bernabeau. Tapi saat ketemu Arsenal El Real belum mampu cetak Gol walaupun saat itu El Real baru kebobolan hanya satu Gol. Tapi saya yakin El Real akan sulit membalikkan keadaan, bisa² Arsenal akan menjaga momentum kemenangan dan akan membuat kejutan saat sowan d Bernabeau nanti .",0
Beda bro Madrid ga terbiasa ketemu Arsenal bahkan mereka ketemu aja di UCL aja ini edisi kedua mereka beda dgn klub Inggris lain yg sering ketemu Madrid. Kalau Arsenal lebih sering terjegal sama Munchen,0
"​@@RihabCpsy betul, tapi munchen sering kalah klo bertemu madrid",0
"Sbg fans arsenal.. gak nyangka menang 3.0.. tpi ntar di barnebu.. arsenal bakal menang jga.. karna ucl gelar yg masih bsa di capai.. wlw gak di unggulkan krna masih ada barca,psg yg kmrin habis menang banyak..",0
Koci: KELAR TUH MADRID 😂😂,0
KOCHI PUNDIT KARDUS BILANG SELESAI TUH ARTETA DI OFFSIDE DUI😅,0
Ngak ada cosh jastin ngak seru,0
Kluar sudah dr dpi..Ngambek dpi ngundang Greg..si Greg komen scra ga lngsung pojokin koci😅 feeling sih gt,0
Madrid defend hancurrrrr lebur..Arsenal akan tambah golllll gitu..ok 🥴😵😵‍💫🤣🤣🤣,0
Yakalik bisa comeback,0
"Lha ini layak di tonton,,pokok nya kalo formasi orang2 nya ini.oke deh👍🏻👍🏻✅️",0
arsenl jngn senang dulu yg juara ucl itu adlh psg woyyy selesai..😌😌😌😌☹️😢😩😡😡😡😡,0
Lah tim lu aja kalah ama arsenal kocag wkwk,0
Mudah mudahan final 2006 terulang kembali,0
Lah koci mana . Ini Arsenal ada yang kurang tanpa beliau . 😢,0
Udah keluar DPI.  Bnyk job dan perlu istirehat,0
Out dia dpi mau transfer towel,0
MENDING KOCHI OUT LEBIH ADEM DAN BERISI,0
habis kontraknya,0
Untung kiper x Madrid BKN Onana 😅😅,0
"Mungkin kelemahan Madrid musim ini adalah Mbappe, ketika Mbappe under perform habis lah Madrid",0
"kemungkinan besar di leg 2 madrid dpat penalti,  entah dapat berapa",0
Saya masih optimis madrid bisa come back.....apalagi minggu depan mainnya dsantiago bernabeu,0
MIMPIII 😂😂,0
"gua Fans Arsenal Madrid,gua yakin Arsenal yg akan ke 4 besar karna susah banget MADRiD menang lawan Arsenal🙏",0
susah bro realistis aja main Madrid monoton ga ada variasi lawan Valencia aja keok di kandang sendiri Madrid saat ini kureng beda bgt sama Barca permainan terlalu op,0
Ya ialah kayak yg udah udah hibah wasit 2 pinalti goib + waktu dipanjanganin ampe 90+9 factoss,0
Kalah menang tetap arsenal,0
"Aldi tolol ,sumpah pecat aldi",0
Gw percaya Madrid bakalan angkat koper di leg kedua<br>Hanya barca yg mampu menjadikan Arsenal lumbung gol kalo Madrid mah bisa apa 🤣🤣🤣,0
"Idih siapa bilang semua percaya madrid bisa bangkit, gw sih ga percaya tuh, madrid medingan udah mesti belajar ikhlas klo udah kalah ya kalah aja",0
Botak mna?,0
Out,0
y,0
feel saya madrid kalah kayaknya ntar leg 2<br>minimal 0 1.,0
"cuma mimpi doang Madrid menang dilet kedua,arsenal dong biyar sombong dikit nga apa&quot; sudah pasti menang 💪💪💪",0
Madrit main berani dan terbuka. Sedangkan di tahu sendiri. Lawan di liga selalu tertutup kalau lawan arsenal.,0
"pengen nonton bahasan tentang Arsenal, untung aja ga ada si botak, kalo ada, males deh gue nontonnya 😂",0
😅😅😅,0
"Tenang, Madrid is Madrid.",0
Yg pake switer abu2 dia pikir leg ke dua lawan Cristal Palace dasar oon.. ini Arsenal bos sdh tertingal 3:0 mana mungkin mau balikan keadaan dgn beban bermain 😂,0
"Merasa gamang gak ada Kochi, tapi tetep keren makasih kontennya team jebretmedia 👍",0
Ah ah ah pas lawan munchen kan d bantai bang.. 😂😂tapi come back,0
Tolong pundit jawab gimana caranya Madrid bisa bales? Jangan bilang DNA atau Madrid is Madrid!! Gue pengen tau jawaban kalian yang katanya paling pintar&#39;.kalo gak bisa jawab dgn kacamata Lo sesuai permainan kemaren.gue unsuscribe,0
"Cetak gol pertama diawal babak.. Kuncinya ada di ancelloti dlm memilih susunan pemain. Madrid menang gua masih yakin, tp utk lolos itu butuh perjuangan lebih sih.",0
Klo gue jd pundit gue bakalan jwb seperti yg udah udah simpel madrid bakalan comeback sgn 2 pinalti hibah+ tambahan waktu yg lebay ampe 90+9 bahkan lebih kwkwwk,0
@@doniasensio5695 kalo Arsenal main bertahan saya yakin Arsenal kalah tapi dengan catatan Madrid gol di menit menit awal tetapi kalo tidak Arsenal akan lolos walau kalah tapi jika Arsenal main seperti biasa Madrid tidak ada peluang untuk menang karena Madrid otomatis bermain terbuka.,0
"😂 fens madrid seluruh dunia pada cari alasan lah,pada ingin combeck lah ,hadehhhm..poin 3 itu berat gaes dan juga bukan jaman nya cr7 ....",0
itu contoh yg bagus bang Adiyani 58 Milijan Rodivic,0
"Biar dapet motivasi lebih, madrid harus flashback nonton laga liverpool vs barca 😂😂😂",0
Yes yes yes...<br>Madrid bakal bangkit.<br>Bangkit menahan rasa malu krn bakal kalah lg di kandang sendiri.😂😂😂😂😂,0
Knp malu mas,0
santay dulu bro msh leg 1 ini Madrid sekliber City msh bisa dikalahin apalagi sendal yg 0 yuseel,0
Ni Arsenal bos bukan city haaaaaa,0
"@imannugraha3240  lawak dek City musim skrg aja lg bapuk tapi udah pernah bantai Madrid brow, kelen juara aja dulu minimal",0
Aldi kosong banget co.....gk enjoy bangt dengernya,0
Kata fans madrid mah gt,0
Arsenal bisa lolos kalau arteta g naif pas di bernabu,0
Kayanya berat Madrid lolos neh,0
Peluang Madrid lolos msh 50% jika dpt vocer pinalti dari wasit. Tp klo murni agak berat buat lolos,0
Optimis king Madrid bisa cambek d leg 2.hala Madrid 👍😍👍,0
kalo saya masih yakin sama arsenal.,0
"Soal ilmu dan analisa mas Ario jauah di atas Adi mah, lebih netral dan ilmiah.. Adi lebih mengemukakan fanatisme dan emosional... memang akam lebih seruu...walau pun begitu sy  dukung Arsenal deeh<br>.bosan juga lihar Madrid mulu juara Champion..",0
Karena latar belakang mas ario jurnalis,0
"jauh lah dia jurnalis dan dah pengalaman, senior pula, adi masih muda dan dia emg fans arsenal wajar seneng",0
Adi seakan akan gak terima Arsenal sukses melangkah jauh di champion. Lebih netral Panji,0
"Ini Valent sama mas Haryo soalnya fans Liverpool, jadi kayak nggak &quot;rela&quot; Arsenal menang vs Madrid, dengan bilang ketolong &quot;skill individu&quot; Declan Rice. Ditambahi sama mas Haryo, berarti yang dihitung cuma satu gol Merino 🤣. Pertanyaan saya ke mereka berdua, ketika open play Arsenal banyak menciptakan peluang dan berulang kali diselamatkan oleh Courtois, itu termasuk &quot;skill individu&quot; kiper bukan ya ? 🤣 Sayang Aldi nggak bisa berkilah begitu .. Justru kalau kipernya bukan Courtois, Arsenal udah menciptakan banyak gol dari open play, dari kerjasama tim .. Gitu 😁(Koci mode on)",0
"klo ad justin harusnya seru. itu 2 orang lagi bias bngt. opini Mereka itu terlalu dr sudut pandang fans Liverpool. sinis sm Arsenal, trauma sm Madrid.. padahal mau itu Madrid klo main busuk gitu ya layak dibacotin, malah ini Arsenal yg lagi menyala nyala dicari² kesalahan 🤣",0
Tapi saya sebagai fans liverpool seneng banget liat madrid kalah sama arsenal😂😂😂,0
Madrid is madrid.. Mereka bisa lolos dgn situasi apapun. Cuma ini 3 goll yahh apakah mereka bisa nah patut ditunggu..,0
"@@doniasensio5695 Sebenarnya kalau mau pakai track record atau data ya, harusnya selesai .. Arsenal nggak pernah kalah sama Madrid even di Bernabeu, dan Madrid belum pernah bangkit dari defisit 3 gol. Yang dibilang Madrid selalu punya cara untuk lolos kan karena belum pernah ada yang defisit 3 gol. Berdasarkan data .. Cuma, permainan bola selalu case by case atau kasuistik, tergantung perform of the day. Data mah udah sejarah. Seharusnya nggak berlaku 🙂. Menurutku, hal utama yang sangat berdampak adalah Arteta menanamkan mentalitas yang tepat pada pemainnya untuk menghadapi Madrid jauh2 hari ketika Arsenal mulai kembali lagi ke Liga Champions. Dia berulangkali memutar theme song Liga Champions pada latihan",0
"​@@doniasensio5695Madrid Terakhir comeback di liga champion selisih 3 gol bisa bro, tapi itu dah lama tahun 1975 vs Derby County, yang sebelum².nya madrid comeback defitsit.nya 2 gol<br><br>Kagak tau ya kalau bakal ke ulang <br> Walaupun aq yakin madrid dah selesai sih 😂",0
"@@AGENTXVV diatas kertas ngejar defisit 3 gol memang sulit.. Kalau sekedar menang pasti bisa, cuma lolos tdk nya yg jadi tanda tanya. Tekanan tetap ada di Madrid,. semisal arsenal gagal lolos ya kebangetan..",0
"Gua Fans Real Madrid, Selamat buat Arsenal yg menang. nanti Menang / kalah pun Tetap Madrid",0
"Bukan salah aceloti atau pun tim, murni kedalaman squad madrid remuk, kalau ga juara pun gpp",0
"Apaan bukan salah si miskin taktik, arsenal skuadnya compang camping gitu",0
sehat-sehat dah fans madrid yang masih mikir pelatihnya ga salah😅gua sebagai fans Barca bahagia banget liat Ancelotti terus diperpanjang,0
Arsenal padahal kalah mewah squadnya😂,0
Klo puny jut mbape vini msh blng compang camping wahh luar biasa anda ngelawak 😂,0
"Menurudku bukan remuk semua pemain bagus cuman g&#39;pernah ad kemistri antar pemain, jadi main sendiri&quot; Alias solo sekuat😂😂, kayakpada pingin nunjukin dirinya masing&quot;",0
"​@@TianAngler<br>Selain kualitas, ada faktor form juga bang<br>Mw nama besar tpi klo lg bau maennya mah ya bau aja<br>Wkwkwkw<br>Ga bsa anggep pemaen bagus selalu bagus<br>Emang lg apes",0
Omongan Justin yg gua setuju tntng lini depan madrid klo sdng perfome tdk main individu ya bakal sulit dibendung itu betul..,0
@@TianAngler bro lu kalau punya mobil pakai mesin v10 tapi pake ban swallow apa bisa lari kenceng?,0
@@gekiraagesma6634 nice,0
"Wkwk yaiyalah remuk orang gak pernah dirotasi pemain madrid, modric aja sampe jadi starter",0
